time,uav_id,task_type,assigned_area_id,tracked_target_id,uav_x,uav_y,uav_vx,uav_vy,action_x,action_y,action_speed,raw_action_x,raw_action_y,raw_action_speed,reward,detected,target_id
7,1,track,,0.0,72.81326293945312,20.088104248046875,0.33827972412109375,1.0655021667480469,-0.3963957130908966,0.487125426530838,-0.40378066897392273,-0.41936543583869934,0.5322844982147217,-0.42815786600112915,0.0,True,0.0
8,2,search,0.0,,100.0,43.23316955566406,0.0,-5.177478790283203,-0.9444488883018494,-0.4393470287322998,0.004947364795953035,-1.7777149677276611,-0.47142133116722107,0.004947405308485031,0.0,False,
8,0,track,,2.0,67.18408966064453,40.093101501464844,2.9578933715820312,-0.39820098876953125,0.6122939586639404,-0.3630703091621399,-0.1670607477426529,0.7125828266143799,-0.38041791319847107,-0.16864147782325745,0.0,True,2.0
8,1,track,,0.0,72.95965576171875,21.168975830078125,0.146392822265625,1.08087158203125,-0.41249120235443115,0.4294133186340332,-0.41827189922332764,-0.4386094808578491,0.4591771066188812,-0.4455956220626831,0.0,True,0.0
9,2,search,0.0,,100.0,35.303470611572266,0.0,-7.929698944091797,-0.9534280896186829,-0.331445574760437,-0.008893050253391266,-1.8681715726852417,-0.3444513976573944,-0.008893284946680069,0.0,False,
9,0,track,,2.0,70.21239471435547,39.37249755859375,3.0283050537109375,-0.7206039428710938,0.5073673129081726,-0.4314451813697815,-0.15898497402668,0.5591781139373779,-0.46167102456092834,-0.1603451669216156,0.0,True,2.0
9,1,track,,0.0,72.94316864013672,22.304866790771484,-0.01648712158203125,1.1358909606933594,-0.4019255042076111,0.42457935214042664,-0.39412811398506165,-0.4259433150291443,0.4532652199268341,-0.41667798161506653,0.0,True,0.0
10,2,search,0.0,,100.0,25.351842880249023,0.0,-9.951627731323242,-0.9536580443382263,0.04638294875621796,0.06581467390060425,-1.8707056045532227,0.046416252851486206,0.06590994447469711,0.0,True,2.0
10,0,track,,2.0,73.15157318115234,38.310428619384766,2.939178466796875,-1.0620689392089844,0.3531315326690674,-0.4332596957683563,-0.19760678708553314,0.36901697516441345,-0.46390268206596375,-0.2002408504486084,0.0,True,2.0
10,1,track,,0.0,72.7496337890625,23.661359786987305,-0.19353485107421875,1.3564929962158203,-0.4561100900173187,0.4818982183933258,-0.35389068722724915,-0.49238845705986023,0.5254536867141724,-0.36988455057144165,0.0,True,0.0
11,2,search,0.0,,98.72967529296875,15.455561637878418,-1.27032470703125,-9.896281242370605,-0.9477136135101318,0.17292346060276031,-0.004504166077822447,-1.8088375329971313,0.17467866837978363,-0.004504196345806122,0.0,True,2.0
11,0,track,,2.0,75.61161041259766,37.06973648071289,2.4600372314453125,-1.240692138671875,0.21031460165977478,-0.36317798495292664,-0.27260443568229675,0.2135004848241806,-0.38054195046424866,-0.2796752154827118,0.0,True,2.0
11,1,track,,0.0,72.29752349853516,25.38876724243164,-0.45211029052734375,1.727407455444336,-0.5693286657333374,0.5505654215812683,-0.30837494134902954,-0.646528959274292,0.6191923022270203,-0.3187486231327057,0.0,True,0.0
12,2,search,0.0,,94.28379821777344,7.5601348876953125,-4.4458770751953125,-7.8954267501831055,-0.9263045787811279,0.23837977647781372,-0.18777967989444733,-1.631709098815918,0.2430555671453476,-0.1900346875190735,0.0,False,
12,0,track,,2.0,77.06285858154297,36.05061721801758,1.4512481689453125,-1.0191192626953125,0.05118829384446144,-0.20970489084720612,-0.32611024379730225,0.05123307183384895,-0.21286264061927795,-0.33846941590309143,0.0,True,2.0
12,1,track,,0.0,71.52157592773438,27.4908504486084,-0.7759475708007812,2.102083206176758,-0.6502963900566101,0.6144406199455261,-0.2512727379798889,-0.775812029838562,0.7160242795944214,-0.25677087903022766,0.0,True,0.0
13,2,search,0.0,,87.92819213867188,2.1913633346557617,-6.3556060791015625,-5.368771553039551,-0.8888465166091919,0.3890868127346039,-0.33605918288230896,-1.4164047241210938,0.4107235074043274,-0.349643349647522,0.0,False,
13,0,track,,2.0,77.93911743164062,35.109657287597656,0.8762588500976562,-0.9409599304199219,-0.04999334737658501,-0.09482890367507935,-0.31425124406814575,-0.050035059452056885,-0.09511469304561615,-0.3252555727958679,0.0,True,2.0
13,1,track,,0.0,70.36106872558594,29.935020446777344,-1.1605072021484375,2.4441699981689453,-0.7145714163780212,0.6108230948448181,-0.18787944316864014,-0.8964632749557495,0.710233211517334,-0.1901381015777588,0.0,True,0.0
14,2,search,0.0,,80.70137786865234,0.0,-7.226814270019531,-2.1913633346557617,-0.8383700251579285,0.502604067325592,-0.44016537070274353,-1.2156624794006348,0.5527843236923218,-0.4724358320236206,0.0,False,
14,0,track,,2.0,78.69032287597656,33.834129333496094,0.7512054443359375,-1.2755279541015625,-0.1978340595960617,-0.07206781208515167,-0.21050745248794556,-0.20047737658023834,-0.0721929669380188,-0.2137022614479065,0.0,True,2.0
14,1,track,,0.0,68.7403335571289,32.711280822753906,-1.6207351684570312,2.7762603759765625,-0.774541437625885,0.5823346972465515,-0.10412575304508209,-1.0315805673599243,0.6659881472587585,-0.1045045331120491,0.0,True,0.0
15,2,search,0.0,,73.35540771484375,0.0,-7.345970153808594,0.0,-0.8027013540267944,0.6097003221511841,-0.5213088989257812,-1.1061615943908691,0.7084441184997559,-0.5781354904174805,0.0,False,
15,0,track,,2.0,79.1350326538086,32.45030975341797,0.44470977783203125,-1.383819580078125,-0.3230881989002228,-0.10738890618085861,-0.22478918731212616,-0.3350914716720581,-0.10780459642410278,-0.22869449853897095,0.0,True,2.0
15,1,track,,0.0,66.7281265258789,35.62239074707031,-2.01220703125,2.9111099243164062,-0.7963370084762573,0.5576286315917969,-0.05618955194950104,-1.0885190963745117,0.6293850541114807,-0.056248798966407776,0.0,True,0.0
16,2,search,0.0,,66.34620666503906,0.9906810522079468,-7.0092010498046875,0.9906810522079468,-0.6442878246307373,0.7221108078956604,-0.584226131439209,-0.7654703855514526,0.9120417833328247,-0.6688549518585205,0.0,False,
16,0,track,,2.0,79.26062774658203,31.05483627319336,0.1255950927734375,-1.3954734802246094,-0.4650730490684509,-0.057863999158144,-0.2527395784854889,-0.5037650465965271,-0.05792870745062828,-0.25833719968795776,0.0,True,2.0
16,1,track,,0.0,64.41016387939453,38.542808532714844,-2.317962646484375,2.9204177856445312,-0.7981420755386353,0.539413571357727,-0.03068089298903942,-1.0934724807739258,0.6033280491828918,-0.030690524727106094,0.0,True,0.0
17,2,search,0.0,,59.62520217895508,3.5758180618286133,-6.721004486083984,2.585136890411377,-0.5189671516418457,0.77993243932724,-0.5597939491271973,-0.5749251842498779,1.0451980829238892,-0.632533073425293,0.0,False,
17,0,track,,2.0,78.99301147460938,28.992664337158203,-0.26761627197265625,-2.0621719360351562,-0.6969286203384399,0.19916604459285736,-0.18986894190311432,-0.8613035082817078,0.20186398923397064,-0.19220119714736938,0.0,True,2.0
17,1,track,,0.0,61.830230712890625,41.44270324707031,-2.5799331665039062,2.8998947143554688,-0.7888503074645996,0.5225295424461365,-0.005697941407561302,-1.06838059425354,0.5798131227493286,-0.005698002874851227,0.0,True,0.0
18,2,search,0.0,,53.352149963378906,7.672076225280762,-6.273052215576172,4.096258163452148,-0.36775827407836914,0.817468523979187,-0.5015937089920044,-0.38582831621170044,1.1491386890411377,-0.5514333844184875,0.0,False,
18,0,track,,2.0,77.89149475097656,25.92110824584961,-1.1015167236328125,-3.0715560913085938,-0.8126094937324524,0.5284336805343628,-0.0804491862654686,-1.1346640586853027,0.5879695415496826,-0.08062341809272766,0.0,False,2.0
18,1,track,,0.0,59.03091812133789,44.309112548828125,-2.7993125915527344,2.8664093017578125,-0.7765384316444397,0.5131686925888062,0.01986844837665558,-1.0365912914276123,0.5670218467712402,0.0198710635304451,0.0,True,0.0
19,2,search,0.0,,47.98193359375,13.148630142211914,-5.370216369628906,5.476553916931152,-0.1608157604932785,0.8375208973884583,-0.4659610092639923,-0.16222399473190308,1.2128117084503174,-0.5048986673355103,0.0,False,
19,0,track,,2.0,75.15889739990234,21.603490829467773,-2.7325973510742188,-4.317617416381836,-0.8503177165985107,0.6813092231750488,0.1037464439868927,-1.2572988271713257,0.8315533399581909,0.10412108153104782,0.0,False,2.0
19,1,track,,0.0,56.05116653442383,47.153907775878906,-2.9797515869140625,2.8447952270507812,-0.7635464668273926,0.5247227549552917,0.04893302544951439,-1.0046652555465698,0.5828348398208618,0.04897213727235794,0.0,True,0.0
20,2,search,0.0,,43.77959442138672,19.644609451293945,-4.202339172363281,6.495979309082031,-0.028598124161362648,0.842624843120575,-0.45264893770217896,-0.028605924919247627,1.2301568984985352,-0.48802676796913147,0.0,False,
20,0,track,,2.0,69.68759155273438,16.134061813354492,-5.471305847167969,-5.469429016113281,-0.8237144947052002,0.8275049328804016,0.3290916979312897,-1.1682628393173218,1.1801691055297852,0.34180933237075806,0.0,False,2.0
20,1,track,,0.0,52.952945709228516,49.98046112060547,-3.0982208251953125,2.8265533447265625,-0.7472373247146606,0.5519529581069946,0.0741400420665741,-0.9666701555252075,0.6211855411529541,0.07427633553743362,0.0,True,0.0
21,2,search,0.0,,41.17825698852539,26.80261993408203,-2.601337432861328,7.158010482788086,0.22059603035449982,0.8149258494377136,-0.47679218649864197,0.22428253293037415,1.1415215730667114,-0.5188243985176086,0.0,False,
21,0,track,,2.0,61.40972900390625,10.891922950744629,-8.277862548828125,-5.242138862609863,-0.6868314146995544,0.9255613088607788,0.3732737898826599,-0.8419327735900879,1.6264985799789429,0.3922215402126312,0.0,False,2.0
21,1,track,,0.0,49.819549560546875,52.78416442871094,-3.1333961486816406,2.8037033081054688,-0.7167608737945557,0.586685836315155,0.08715108036994934,-0.900951623916626,0.672597348690033,0.08737273514270782,0.0,True,0.0
22,2,search,0.0,,40.78982925415039,34.333675384521484,-0.388427734375,7.531055450439453,0.6795042753219604,0.6592289209365845,-0.4917866885662079,0.8281925320625305,0.7914486527442932,-0.5384142994880676,0.0,False,
22,0,track,,2.0,51.0960693359375,7.173004150390625,-10.31365966796875,-3.718918800354004,-0.5235952138900757,0.9455880522727966,0.46182170510292053,-0.5812801122665405,1.788367748260498,0.4996243417263031,0.0,False,2.0
22,1,track,,0.0,46.831520080566406,55.531822204589844,-2.9880294799804688,2.7476577758789062,-0.6338400840759277,0.6598048210144043,0.06003455072641373,-0.7478091716766357,0.7924679517745972,0.060106828808784485,0.0,True,0.0
23,2,search,0.0,,42.666229248046875,41.90333938598633,1.8763999938964844,7.569664001464844,0.7612885236740112,0.40131163597106934,-0.4402475357055664,0.9992726445198059,0.4252113699913025,-0.4725377559661865,0.0,False,
23,0,track,,2.0,40.738121032714844,5.8528218269348145,-10.357948303222656,-1.3201823234558105,-0.25304338335990906,0.9483062624931335,0.39223214983940125,-0.25866174697875977,1.8146892786026,0.4144352972507477,0.0,False,2.0
23,1,track,,0.0,43.851139068603516,58.43656539916992,-2.9803810119628906,2.904743194580078,-0.5591142177581787,0.7121020555496216,0.08986841887235641,-0.6315436363220215,0.8914356231689453,0.09011153131723404,0.0,True,0.0
24,2,search,0.0,,47.41253662109375,48.7531623840332,4.746307373046875,6.849822998046875,0.8363314867019653,-0.15710215270519257,-0.3332964777946472,1.20884108543396,-0.1584141105413437,-0.3465321660041809,0.0,True,2.0
24,0,track,,2.0,30.942190170288086,6.775234222412109,-9.795930862426758,0.9224123954772949,0.01664046198129654,0.9507739543914795,0.31190183758735657,0.016641998663544655,1.8397794961929321,0.32265084981918335,0.0,False,2.0
24,1,track,,0.0,40.78109359741211,61.63481140136719,-3.0700454711914062,3.1982460021972656,-0.5133141875267029,0.7302533984184265,0.1702675223350525,-0.5672193169593811,0.9292700290679932,0.17194214463233948,0.0,True,0.0
25,2,search,0.0,,54.08519744873047,53.42421340942383,6.672660827636719,4.671051025390625,0.777668833732605,-0.41499489545822144,-0.37097445130348206,1.039445161819458,-0.4416303038597107,-0.38955262303352356,0.0,True,2.0
25,0,track,,2.0,21.352981567382812,9.879562377929688,-9.589208602905273,3.104328155517578,0.1700860559940338,0.9574885964393616,0.34389007091522217,0.17175526916980743,1.9148226976394653,0.3584977388381958,0.0,False,2.0
25,1,track,,0.0,37.613033294677734,65.16703033447266,-3.168060302734375,3.5322189331054688,-0.47435376048088074,0.7298679351806641,0.27988338470458984,-0.5156732797622681,0.9284446835517883,0.2875555753707886,0.0,True,0.0
26,2,search,0.0,,62.28338623046875,55.60908508300781,8.198188781738281,2.1848716735839844,0.4662475883960724,-0.5002627372741699,-0.3031327724456787,0.5052648186683655,-0.5496565699577332,-0.3129658102989197,0.0,False,
26,0,track,,2.0,13.56843376159668,14.446584701538086,-7.784547805786133,4.567022323608398,0.3501291871070862,0.9721546769142151,0.20337963104248047,0.36559101939201355,2.13010835647583,0.2062554955482483,0.0,False,2.0
26,1,track,,0.0,34.34086608886719,69.08277130126953,-3.272167205810547,3.915740966796875,-0.4224754869937897,0.7112241983413696,0.42965686321258545,-0.450701504945755,0.8896568417549133,0.4594757556915283,0.0,True,0.0
27,2,search,0.0,,71.26632690429688,54.77753829956055,8.982940673828125,-0.8315467834472656,-0.3831195533275604,-0.5986977815628052,-0.19573017954826355,-0.4037107825279236,-0.6911149024963379,-0.19828873872756958,0.0,False,
27,0,track,,2.0,7.002807140350342,20.488265991210938,-6.565626621246338,6.041681289672852,0.5000942349433899,0.9700738191604614,0.18965452909469604,0.5494318008422852,2.093546152114868,0.19197878241539001,0.0,False,2.0
27,1,track,,0.0,31.08489418029785,73.26025390625,-3.255971908569336,4.177482604980469,-0.3702259063720703,0.6675291061401367,0.5722044110298157,-0.3886848986148834,0.8062729239463806,0.650794267654419,0.0,True,0.0
28,2,search,0.0,,80.03242492675781,51.634483337402344,8.766098022460938,-3.143054962158203,-0.8847420811653137,-0.3245827853679657,-0.13749361038208008,-1.3971869945526123,-0.33676114678382874,-0.13836997747421265,0.0,False,
28,0,track,,2.0,1.275843620300293,28.483278274536133,-5.726963520050049,7.995012283325195,0.6170254945755005,0.9631211161613464,0.3112730085849762,0.7201876640319824,1.98732590675354,0.3219544291496277,0.0,False,2.0
28,1,track,,0.0,28.177867889404297,77.42887115478516,-2.9070262908935547,4.168617248535156,-0.2184426486492157,0.5721529722213745,0.6179814338684082,-0.22202013432979584,0.6507178544998169,0.7217327356338501,0.0,True,0.0
29,2,search,0.0,,87.48707580566406,45.76222610473633,7.45465087890625,-5.872257232666016,-0.9373987317085266,-0.2770495116710663,-0.10205160081386566,-1.7161580324172974,-0.2844834625720978,-0.10240810364484787,0.0,False,
29,0,track,,2.0,0.0,37.80664825439453,-1.275843620300293,9.323369979858398,0.7164461016654968,0.9656075835227966,0.36649009585380554,0.9003045558929443,2.022860288619995,0.3843626081943512,0.0,False,2.0
29,1,track,,0.0,25.597482681274414,81.60806274414062,-2.580385208129883,4.179191589355469,-0.1311401128768921,0.42970630526542664,0.6524320244789124,-0.13189972937107086,0.4595364034175873,0.7795215845108032,0.0,True,0.0
30,2,search,0.0,,92.5214614868164,37.4078369140625,5.034385681152344,-8.354389190673828,-0.9453839659690857,-0.10638957470655441,-0.04919607564806938,-1.786443829536438,-0.10679371654987335,-0.04923582077026367,0.0,False,
30,0,track,,2.0,0.0,48.21293258666992,0.0,10.40628433227539,0.789202094078064,0.9621008634567261,0.4321475327014923,1.069312572479248,1.9734209775924683,0.4625343084335327,0.0,False,2.0
30,1,track,,0.0,23.250473022460938,85.8218994140625,-2.3470096588134766,4.213836669921875,-0.08249811828136444,0.2648264169692993,0.6829089522361755,-0.08268604427576065,0.2712917923927307,0.8345450758934021,0.0,True,0.0
31,2,search,0.0,,94.23217010498047,27.692455291748047,1.7107086181640625,-9.715381622314453,-0.9463854432106018,0.20671600103378296,-0.027030840516090393,-1.7959545850753784,0.20973829925060272,-0.027037426829338074,0.0,False,
31,0,track,,2.0,0.0,58.77683639526367,0.0,10.56390380859375,0.7942478060722351,0.9625802040100098,0.4148508310317993,1.0828343629837036,1.9799081087112427,0.44145628809928894,0.0,False,2.0
31,1,track,,0.0,20.554046630859375,89.80342102050781,-2.6964263916015625,3.9815216064453125,-0.04909208416938782,0.03133150562644005,0.7082530856132507,-0.04913157969713211,0.03134176507592201,0.883669912815094,0.0,True,0.0
32,2,search,0.0,,92.09285736083984,18.215410232543945,-2.139312744140625,-9.477045059204102,-0.9405068755149841,0.33649536967277527,-0.05689864978194237,-1.7424217462539673,0.3501351475715637,-0.05696016922593117,0.0,False,
32,0,track,,2.0,0.4287658929824829,68.90097045898438,0.4287658929824829,10.124134063720703,0.8281428217887878,0.9565314650535583,0.35109442472457886,1.182196021080017,1.9034456014633179,0.366691529750824,0.0,False,2.0
32,1,track,,0.0,17.143415451049805,93.0918960571289,-3.4106311798095703,3.2884750366210938,-0.04949909448623657,-0.10914836823940277,0.7259649634361267,-0.049539580941200256,-0.10958492755889893,0.9201427698135376,0.0,True,0.0
33,2,search,0.0,,87.00041198730469,10.994754791259766,-5.092445373535156,-7.22065544128418,-0.9105581641197205,0.41676801443099976,-0.23284511268138885,-1.5307809114456177,0.4437742233276367,-0.23719558119773865,0.0,False,
33,0,track,,2.0,1.9324774742126465,77.3289566040039,1.5037115812301636,8.427986145019531,0.9459790587425232,0.8612955808639526,0.21517406404018402,1.7920743227005005,1.2983413934707642,0.21859031915664673,0.0,False,2.0
33,1,track,,0.0,13.288323402404785,95.49855041503906,-3.8550920486450195,2.4066543579101562,-0.03400955721735954,-0.14748577773571014,0.7415884137153625,-0.034022677689790726,-0.14856931567192078,0.9539996385574341,0.0,True,0.0
34,2,search,0.0,,80.36688995361328,6.557724952697754,-6.633522033691406,-4.437029838562012,-0.851523756980896,0.5646247863769531,-0.40386876463890076,-1.2616695165634155,0.6395965218544006,-0.4282631278038025,0.0,False,
34,0,track,,2.0,5.184772968292236,86.93807983398438,3.25229549407959,9.609123229980469,0.9763388633728027,0.5294255614280701,0.5308292508125305,2.2125840187072754,0.5893466472625732,0.5912989974021912,0.0,False,2.0
34,1,track,,0.0,10.589031219482422,97.40833282470703,-2.6992921829223633,1.9097824096679688,0.2123098373413086,-0.07751544564962387,0.7635068893432617,0.21558897197246552,-0.07767125964164734,1.0045702457427979,0.0,True,0.0
35,2,search,0.0,,73.11528778076172,4.558793544769287,-7.2516021728515625,-1.9989314079284668,-0.816690981388092,0.6545113921165466,-0.4955870509147644,-1.1467992067337036,0.7831507325172424,-0.5434394478797913,0.0,False,
35,0,track,,2.0,10.111527442932129,95.69346618652344,4.926754474639893,8.755386352539062,0.9752678275108337,0.05350916460156441,0.5062240958213806,2.1901769638061523,0.053560320287942886,0.5576397180557251,0.0,False,2.0
35,1,track,,0.0,8.064848899841309,99.4509048461914,-2.5241823196411133,2.042572021484375,0.42659497261047363,-0.1713491678237915,0.7317804098129272,0.455726683139801,-0.17305630445480347,0.9325495958328247,0.0,True,0.0
36,2,search,0.0,,66.13776397705078,4.745168209075928,-6.9775238037109375,0.18637466430664062,-0.6500816345214844,0.7763469815254211,-0.6039978861808777,-0.7754400968551636,1.036109209060669,-0.6994174718856812,0.0,False,
36,0,track,,2.0,17.695526123046875,100.0,7.583998680114746,4.3065338134765625,0.9268613457679749,-0.4886731207370758,0.5843746066093445,1.6356453895568848,-0.5343157052993774,0.6690803170204163,0.0,False,2.0
36,1,track,,0.0,5.614657878875732,100.0,-2.450191020965576,0.5490951538085938,0.4673462212085724,-0.39507150650024414,0.6728770136833191,0.5066695213317871,-0.4177953600883484,0.8159819841384888,0.0,True,0.0
37,2,search,0.0,,59.3303108215332,6.7823896408081055,-6.807453155517578,2.0372214317321777,-0.4998093247413635,0.8259142637252808,-0.5788499712944031,-0.5490520000457764,1.175144076347351,-0.6607314348220825,0.0,False,
37,0,track,,2.0,26.51961326599121,100.0,8.824087142944336,0.0,0.8361254334449768,-0.7911573648452759,0.4692882299423218,1.2081557512283325,-1.0745182037353516,0.509157121181488,0.0,False,2.0
37,1,track,,0.0,2.568687915802002,100.0,-3.0459699630737305,0.0,0.5287953019142151,-0.5196188688278198,0.5836379528045654,0.5884713530540466,-0.5758175849914551,0.6679624319076538,0.0,True,0.0
38,2,search,0.0,,52.9705924987793,10.52603530883789,-6.359718322753906,3.743645668029785,-0.3346354067325592,0.844699501991272,-0.5240471363067627,-0.3480391800403595,1.2373548746109009,-0.5819029808044434,0.0,False,
38,0,track,,2.0,35.77240753173828,100.0,9.25279426574707,0.0,0.8034118413925171,-0.8889486193656921,0.4056089222431183,1.1081622838974,-1.4168914556503296,0.43034419417381287,0.0,False,2.0
38,1,track,,0.0,0.0,100.0,-2.568687915802002,0.0,0.6444940567016602,-0.6471397876739502,0.6384955048561096,0.7658229470252991,-0.7703617811203003,0.7556295990943909,0.0,True,0.0
39,2,search,0.0,,47.57545471191406,15.819761276245117,-5.395137786865234,5.293725967407227,-0.1076963022351265,0.8572818040847778,-0.4882980287075043,-0.10811559110879898,1.2829986810684204,-0.5338230729103088,0.0,False,
39,0,track,,2.0,45.7127799987793,100.0,9.940372467041016,0.0,0.7270539402961731,-0.905104398727417,0.40913110971450806,0.9224491119384766,-1.4997572898864746,0.4345671832561493,0.0,False,2.0
39,1,track,,0.0,0.0,100.0,0.0,0.0,0.7257088422775269,-0.720105767250061,0.6601642966270447,0.9196014404296875,-0.9078645706176758,0.7931047677993774,0.0,False,0.0
40,2,search,0.0,,43.414878845214844,22.197526931762695,-4.160575866699219,6.377765655517578,0.007069579791277647,0.8565596342086792,-0.47702550888061523,0.007069697603583336,1.280280590057373,-0.5191264152526855,0.0,True,1.0
40,0,track,,2.0,55.314613342285156,100.0,9.60183334350586,0.0,0.4066776931285858,-0.9331831932067871,0.28037235140800476,0.43162408471107483,-1.6824842691421509,0.2880861759185791,0.0,False,2.0
40,1,track,,0.0,0.0,100.0,0.0,0.0,0.7659889459609985,-0.7678017616271973,0.6567951440811157,1.0105488300323486,-1.0149502754211426,0.7871565222740173,0.0,False,0.0
41,0,track,,2.0,63.532615661621094,98.50304412841797,8.218002319335938,-1.4969558715820312,0.30451759696006775,-0.9328529238700867,0.11376401782035828,0.31449148058891296,-1.6799336671829224,0.11425864696502686,0.0,False,2.0
41,1,track,,0.0,0.0,100.0,0.0,0.0,0.794754147529602,-0.7946128249168396,0.6602730751037598,1.0842074155807495,-1.0838239192962646,0.7932976484298706,0.0,False,0.0
